Group1,Group2,Group3,"Angelina County, Texas!!Estimate","Angelina County, Texas!!Margin of Error","Angelina County, Texas!!Percent","Angelina County, Texas!!Percent Margin of Error","Bastrop County, Texas!!Estimate","Bastrop County, Texas!!Margin of Error","Bastrop County, Texas!!Percent","Bastrop County, Texas!!Percent Margin of Error","Bell County, Texas!!Estimate","Bell County, Texas!!Margin of Error","Bell County, Texas!!Percent","Bell County, Texas!!Percent Margin of Error","Bexar County, Texas!!Estimate","Bexar County, Texas!!Margin of Error","Bexar County, Texas!!Percent","Bexar County, Texas!!Percent Margin of Error","Bowie County, Texas!!Estimate","Bowie County, Texas!!Margin of Error","Bowie County, Texas!!Percent","Bowie County, Texas!!Percent Margin of Error","Brazoria County, Texas!!Estimate","Brazoria County, Texas!!Margin of Error","Brazoria County, Texas!!Percent","Brazoria County, Texas!!Percent Margin of Error","Brazos County, Texas!!Estimate","Brazos County, Texas!!Margin of Error","Brazos County, Texas!!Percent","Brazos County, Texas!!Percent Margin of Error","Cameron County, Texas!!Estimate","Cameron County, Texas!!Margin of Error","Cameron County, Texas!!Percent","Cameron County, Texas!!Percent Margin of Error","Collin County, Texas!!Estimate","Collin County, Texas!!Margin of Error","Collin County, Texas!!Percent","Collin County, Texas!!Percent Margin of Error","Comal County, Texas!!Estimate","Comal County, Texas!!Margin of Error","Comal County, Texas!!Percent","Comal County, Texas!!Percent Margin of Error","Coryell County, Texas!!Estimate","Coryell County, Texas!!Margin of Error","Coryell County, Texas!!Percent","Coryell County, Texas!!Percent Margin of Error","Dallas County, Texas!!Estimate","Dallas County, Texas!!Margin of Error","Dallas County, Texas!!Percent","Dallas County, Texas!!Percent Margin of Error","Denton County, Texas!!Estimate","Denton County, Texas!!Margin of Error","Denton County, Texas!!Percent","Denton County, Texas!!Percent Margin of Error","Ector County, Texas!!Estimate","Ector County, Texas!!Margin of Error","Ector County, Texas!!Percent","Ector County, Texas!!Percent Margin of Error","Ellis County, Texas!!Estimate","Ellis County, Texas!!Margin of Error","Ellis County, Texas!!Percent","Ellis County, Texas!!Percent Margin of Error","El Paso County, Texas!!Estimate","El Paso County, Texas!!Margin of Error","El Paso County, Texas!!Percent","El Paso County, Texas!!Percent Margin of Error","Fort Bend County, Texas!!Estimate","Fort Bend County, Texas!!Margin of Error","Fort Bend County, Texas!!Percent","Fort Bend County, Texas!!Percent Margin of Error","Galveston County, Texas!!Estimate","Galveston County, Texas!!Margin of Error","Galveston County, Texas!!Percent","Galveston County, Texas!!Percent Margin of Error","Grayson County, Texas!!Estimate","Grayson County, Texas!!Margin of Error","Grayson County, Texas!!Percent","Grayson County, Texas!!Percent Margin of Error","Gregg County, Texas!!Estimate","Gregg County, Texas!!Margin of Error","Gregg County, Texas!!Percent","Gregg County, Texas!!Percent Margin of Error","Guadalupe County, Texas!!Estimate","Guadalupe County, Texas!!Margin of Error","Guadalupe County, Texas!!Percent","Guadalupe County, Texas!!Percent Margin of Error","Harris County, Texas!!Estimate","Harris County, Texas!!Margin of Error","Harris County, Texas!!Percent","Harris County, Texas!!Percent Margin of Error","Harrison County, Texas!!Estimate","Harrison County, Texas!!Margin of Error","Harrison County, Texas!!Percent","Harrison County, Texas!!Percent Margin of Error","Hays County, Texas!!Estimate","Hays County, Texas!!Margin of Error","Hays County, Texas!!Percent","Hays County, Texas!!Percent Margin of Error","Henderson County, Texas!!Estimate","Henderson County, Texas!!Margin of Error","Henderson County, Texas!!Percent","Henderson County, Texas!!Percent Margin of Error","Hidalgo County, Texas!!Estimate","Hidalgo County, Texas!!Margin of Error","Hidalgo County, Texas!!Percent","Hidalgo County, Texas!!Percent Margin of Error","Hood County, Texas!!Estimate","Hood County, Texas!!Margin of Error","Hood County, Texas!!Percent","Hood County, Texas!!Percent Margin of Error","Hunt County, Texas!!Estimate","Hunt County, Texas!!Margin of Error","Hunt County, Texas!!Percent","Hunt County, Texas!!Percent Margin of Error","Jefferson County, Texas!!Estimate","Jefferson County, Texas!!Margin of Error","Jefferson County, Texas!!Percent","Jefferson County, Texas!!Percent Margin of Error","Johnson County, Texas!!Estimate","Johnson County, Texas!!Margin of Error","Johnson County, Texas!!Percent","Johnson County, Texas!!Percent Margin of Error","Kaufman County, Texas!!Estimate","Kaufman County, Texas!!Margin of Error","Kaufman County, Texas!!Percent","Kaufman County, Texas!!Percent Margin of Error","Liberty County, Texas!!Estimate","Liberty County, Texas!!Margin of Error","Liberty County, Texas!!Percent","Liberty County, Texas!!Percent Margin of Error","Lubbock County, Texas!!Estimate","Lubbock County, Texas!!Margin of Error","Lubbock County, Texas!!Percent","Lubbock County, Texas!!Percent Margin of Error","McLennan County, Texas!!Estimate","McLennan County, Texas!!Margin of Error","McLennan County, Texas!!Percent","McLennan County, Texas!!Percent Margin of Error","Midland County, Texas!!Estimate","Midland County, Texas!!Margin of Error","Midland County, Texas!!Percent","Midland County, Texas!!Percent Margin of Error","Montgomery County, Texas!!Estimate","Montgomery County, Texas!!Margin of Error","Montgomery County, Texas!!Percent","Montgomery County, Texas!!Percent Margin of Error","Nacogdoches County, Texas!!Estimate","Nacogdoches County, Texas!!Margin of Error","Nacogdoches County, Texas!!Percent","Nacogdoches County, Texas!!Percent Margin of Error","Nueces County, Texas!!Estimate","Nueces County, Texas!!Margin of Error","Nueces County, Texas!!Percent","Nueces County, Texas!!Percent Margin of Error","Orange County, Texas!!Estimate","Orange County, Texas!!Margin of Error","Orange County, Texas!!Percent","Orange County, Texas!!Percent Margin of Error","Parker County, Texas!!Estimate","Parker County, Texas!!Margin of Error","Parker County, Texas!!Percent","Parker County, Texas!!Percent Margin of Error","Potter County, Texas!!Estimate","Potter County, Texas!!Margin of Error","Potter County, Texas!!Percent","Potter County, Texas!!Percent Margin of Error","Randall County, Texas!!Estimate","Randall County, Texas!!Margin of Error","Randall County, Texas!!Percent","Randall County, Texas!!Percent Margin of Error","Rockwall County, Texas!!Estimate","Rockwall County, Texas!!Margin of Error","Rockwall County, Texas!!Percent","Rockwall County, Texas!!Percent Margin of Error","San Patricio County, Texas!!Estimate","San Patricio County, Texas!!Margin of Error","San Patricio County, Texas!!Percent","San Patricio County, Texas!!Percent Margin of Error","Smith County, Texas!!Estimate","Smith County, Texas!!Margin of Error","Smith County, Texas!!Percent","Smith County, Texas!!Percent Margin of Error","Starr County, Texas!!Estimate","Starr County, Texas!!Margin of Error","Starr County, Texas!!Percent","Starr County, Texas!!Percent Margin of Error","Tarrant County, Texas!!Estimate","Tarrant County, Texas!!Margin of Error","Tarrant County, Texas!!Percent","Tarrant County, Texas!!Percent Margin of Error","Taylor County, Texas!!Estimate","Taylor County, Texas!!Margin of Error","Taylor County, Texas!!Percent","Taylor County, Texas!!Percent Margin of Error","Tom Green County, Texas!!Estimate","Tom Green County, Texas!!Margin of Error","Tom Green County, Texas!!Percent","Tom Green County, Texas!!Percent Margin of Error","Travis County, Texas!!Estimate","Travis County, Texas!!Margin of Error","Travis County, Texas!!Percent","Travis County, Texas!!Percent Margin of Error","Victoria County, Texas!!Estimate","Victoria County, Texas!!Margin of Error","Victoria County, Texas!!Percent","Victoria County, Texas!!Percent Margin of Error","Walker County, Texas!!Estimate","Walker County, Texas!!Margin of Error","Walker County, Texas!!Percent","Walker County, Texas!!Percent Margin of Error","Webb County, Texas!!Estimate","Webb County, Texas!!Margin of Error","Webb County, Texas!!Percent","Webb County, Texas!!Percent Margin of Error","Wichita County, Texas!!Estimate","Wichita County, Texas!!Margin of Error","Wichita County, Texas!!Percent","Wichita County, Texas!!Percent Margin of Error","Williamson County, Texas!!Estimate","Williamson County, Texas!!Margin of Error","Williamson County, Texas!!Percent","Williamson County, Texas!!Percent Margin of Error","Wise County, Texas!!Estimate","Wise County, Texas!!Margin of Error","Wise County, Texas!!Percent","Wise County, Texas!!Percent Margin of Error"
HOUSE HEATING FUEL,,        Utility gas,N,N,N,N,N,N,N,N,"12,595","±1,485",8.60%,±1.0,"212,788","±7,267",28.10%,±1.0,"13,302","±1,517",36.80%,±4.2,"63,746","±3,596",46.00%,±2.5,N,N,N,N,"10,105","±1,711",7.10%,±1.2,"206,684","±7,190",47.90%,±1.6,N,N,N,N,"5,747","±1,169",20.50%,±4.3,"353,376","±8,135",35.60%,±0.8,"163,505","±5,375",44.10%,±1.4,N,N,N,N,N,N,N,N,"213,302","±5,087",70.80%,±1.5,"180,681","±5,689",59.50%,±1.8,"61,869","±3,292",43.50%,±2.2,N,N,N,N,N,N,N,N,"7,529","±1,708",10.90%,±2.4,"749,650","±12,282",41.90%,±0.7,N,N,N,N,"33,680","±3,185",31.80%,±3.0,"4,240","±1,048",12.50%,±3.0,"11,806","±1,834",4.30%,±0.7,N,N,N,N,N,N,N,N,N,N,N,N,"9,321","±1,335",14.10%,±2.0,N,N,N,N,N,N,N,N,N,N,N,N,"24,112","±2,441",24.90%,±2.6,"26,675","±2,687",37.60%,±3.8,"107,777","±4,996",41.10%,±1.8,N,N,N,N,"26,697","±2,786",20.10%,±2.0,N,N,N,N,"6,193","±1,212",10.70%,±2.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"28,934","±2,836",35.30%,±3.0,N,N,N,N,"243,466","±7,037",30.40%,±0.9,N,N,N,N,"13,607","±1,456",28.60%,±3.0,"247,858","±7,456",40.70%,±1.3,N,N,N,N,N,N,N,N,"9,999","±1,395",12.00%,±1.7,N,N,N,N,"113,641","±4,176",42.90%,±1.6,"2,779",±698,10.60%,±2.6
HOUSE HEATING FUEL,,"        Bottled, tank, or LP gas",N,N,N,N,N,N,N,N,"2,478",±725,1.70%,±0.5,"8,847","±1,986",1.20%,±0.3,"1,280",±560,3.50%,±1.5,"5,597","±1,424",4.00%,±1.0,N,N,N,N,"2,316",±656,1.60%,±0.5,"8,914","±2,046",2.10%,±0.5,N,N,N,N,"1,226",±517,4.40%,±1.8,"13,109","±2,211",1.30%,±0.2,"5,397","±1,315",1.50%,±0.4,N,N,N,N,N,N,N,N,"5,240","±1,214",1.70%,±0.4,"6,833","±2,049",2.20%,±0.7,"2,271",±781,1.60%,±0.5,N,N,N,N,N,N,N,N,"1,375",±522,2.00%,±0.8,"24,324","±3,239",1.40%,±0.2,N,N,N,N,"7,455","±1,544",7.00%,±1.5,"2,957",±844,8.70%,±2.4,"6,332","±1,576",2.30%,±0.6,N,N,N,N,N,N,N,N,N,N,N,N,"2,904",±985,4.40%,±1.5,N,N,N,N,N,N,N,N,N,N,N,N,"2,856",±709,2.90%,±0.7,"3,026","±1,149",4.30%,±1.6,"10,742","±1,735",4.10%,±0.7,N,N,N,N,"1,116",±524,0.80%,±0.4,N,N,N,N,"4,202",±988,7.20%,±1.7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"2,907",±880,3.50%,±1.1,N,N,N,N,"10,489","±1,910",1.30%,±0.2,N,N,N,N,"1,352",±476,2.80%,±1.0,"18,317","±2,984",3.00%,±0.5,N,N,N,N,N,N,N,N,646,±419,0.80%,±0.5,N,N,N,N,"11,348","±1,728",4.30%,±0.7,"1,630",±520,6.20%,±2.0
HOUSE HEATING FUEL,,        Electricity,N,N,N,N,N,N,N,N,"127,404","±2,696",87.30%,±1.2,"522,046","±9,699",68.90%,±1.1,"20,590","±1,743",57.00%,±4.3,"67,629","±4,229",48.80%,±2.8,N,N,N,N,"126,996","±2,876",88.80%,±1.4,"211,808","±6,879",49.10%,±1.6,N,N,N,N,"20,175","±1,634",71.90%,±4.9,"615,644","±9,118",62.00%,±0.8,"197,809","±5,466",53.40%,±1.4,N,N,N,N,N,N,N,N,"78,061","±4,315",25.90%,±1.4,"114,314","±6,139",37.60%,±2.0,"76,944","±3,257",54.10%,±2.2,N,N,N,N,N,N,N,N,"59,071","±2,232",85.30%,±2.8,"991,696","±13,778",55.40%,±0.7,N,N,N,N,"63,486","±3,535",59.90%,±3.2,"26,148","±1,788",77.00%,±3.9,"254,842","±3,778",92.00%,±1.0,N,N,N,N,N,N,N,N,N,N,N,N,"52,784","±2,088",80.10%,±2.3,N,N,N,N,N,N,N,N,N,N,N,N,"68,025","±3,419",70.20%,±2.7,"39,740","±2,969",56.10%,±4.0,"141,054","±5,082",53.80%,±1.9,N,N,N,N,"103,561","±3,227",78.00%,±2.1,N,N,N,N,"46,807","±1,773",80.70%,±2.7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"49,020","±2,773",59.80%,±3.3,N,N,N,N,"536,296","±9,025",66.90%,±1.0,N,N,N,N,"31,075","±1,868",65.20%,±3.4,"334,137","±9,028",54.90%,±1.3,N,N,N,N,N,N,N,N,"70,252","±2,071",84.60%,±1.9,N,N,N,N,"137,294","±4,666",51.80%,±1.6,"20,848","±1,088",79.20%,±4.0
HOUSE HEATING FUEL,,"        Fuel oil, kerosene, etc.",N,N,N,N,N,N,N,N,9,±15,0.00%,±0.1,79,±114,0.00%,±0.1,0,±236,0.00%,±0.6,0,±236,0.00%,±0.2,N,N,N,N,232,±370,0.20%,±0.3,249,±241,0.10%,±0.1,N,N,N,N,0,±236,0.00%,±0.8,424,±273,0.00%,±0.1,363,±320,0.10%,±0.1,N,N,N,N,N,N,N,N,271,±270,0.10%,±0.1,140,±140,0.00%,±0.1,221,±267,0.20%,±0.2,N,N,N,N,N,N,N,N,59,±104,0.10%,±0.2,"1,539","±1,154",0.10%,±0.1,N,N,N,N,0,±236,0.00%,±0.2,0,±236,0.00%,±0.7,178,±132,0.10%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.3,N,N,N,N,N,N,N,N,N,N,N,N,51,±84,0.10%,±0.1,0,±236,0.00%,±0.3,64,±76,0.00%,±0.1,N,N,N,N,51,±90,0.00%,±0.1,N,N,N,N,112,±132,0.20%,±0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.3,N,N,N,N,"1,086",±813,0.10%,±0.1,N,N,N,N,56,±99,0.10%,±0.2,586,±561,0.10%,±0.1,N,N,N,N,N,N,N,N,58,±101,0.10%,±0.1,N,N,N,N,0,±236,0.00%,±0.1,0,±236,0.00%,±0.9
HOUSE HEATING FUEL,,        Coal or coke,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.2,77,±127,0.00%,±0.1,0,±236,0.00%,±0.6,0,±236,0.00%,±0.2,N,N,N,N,0,±236,0.00%,±0.2,155,±265,0.00%,±0.1,N,N,N,N,0,±236,0.00%,±0.8,0,±236,0.00%,±0.1,687,±693,0.20%,±0.2,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.1,0,±236,0.00%,±0.1,0,±236,0.00%,±0.2,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.3,0,±236,0.00%,±0.1,N,N,N,N,112,±189,0.10%,±0.2,0,±236,0.00%,±0.7,0,±236,0.00%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.3,N,N,N,N,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.2,0,±236,0.00%,±0.3,0,±236,0.00%,±0.1,N,N,N,N,0,±236,0.00%,±0.2,N,N,N,N,0,±236,0.00%,±0.4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.3,N,N,N,N,194,±251,0.00%,±0.1,N,N,N,N,0,±236,0.00%,±0.5,105,±178,0.00%,±0.1,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.3,N,N,N,N,82,±140,0.00%,±0.1,0,±236,0.00%,±0.9
HOUSE HEATING FUEL,,        Wood,N,N,N,N,N,N,N,N,433,±266,0.30%,±0.2,619,±485,0.10%,±0.1,521,±317,1.40%,±0.9,83,±96,0.10%,±0.1,N,N,N,N,57,±101,0.00%,±0.1,19,±33,0.00%,±0.1,N,N,N,N,348,±211,1.20%,±0.8,425,±405,0.00%,±0.1,809,±628,0.20%,±0.2,N,N,N,N,N,N,N,N,362,±240,0.10%,±0.1,90,±134,0.00%,±0.1,84,±107,0.10%,±0.1,N,N,N,N,N,N,N,N,232,±163,0.30%,±0.2,311,±186,0.00%,±0.1,N,N,N,N,126,±121,0.10%,±0.1,279,±240,0.80%,±0.7,60,±100,0.00%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,107,±123,0.20%,±0.2,N,N,N,N,N,N,N,N,N,N,N,N,381,±360,0.40%,±0.4,63,±114,0.10%,±0.2,358,±289,0.10%,±0.1,N,N,N,N,0,±236,0.00%,±0.2,N,N,N,N,151,±149,0.30%,±0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,648,±395,0.80%,±0.5,N,N,N,N,290,±260,0.00%,±0.1,N,N,N,N,183,±147,0.40%,±0.3,787,±539,0.10%,±0.1,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.3,N,N,N,N,92,±105,0.00%,±0.1,113,±120,0.40%,±0.5
HOUSE HEATING FUEL,,        Solar energy,N,N,N,N,N,N,N,N,726,±635,0.50%,±0.4,"5,587","±1,423",0.70%,±0.2,180,±214,0.50%,±0.6,221,±177,0.20%,±0.1,N,N,N,N,485,±284,0.30%,±0.2,882,±467,0.20%,±0.1,N,N,N,N,95,±116,0.30%,±0.4,"2,532",±966,0.30%,±0.1,643,±406,0.20%,±0.1,N,N,N,N,N,N,N,N,"1,531",±746,0.50%,±0.2,436,±352,0.10%,±0.1,136,±120,0.10%,±0.1,N,N,N,N,N,N,N,N,568,±372,0.80%,±0.5,"3,178","±1,451",0.20%,±0.1,N,N,N,N,591,±551,0.60%,±0.5,44,±72,0.10%,±0.2,"1,410",±643,0.50%,±0.2,N,N,N,N,N,N,N,N,N,N,N,N,174,±171,0.30%,±0.3,N,N,N,N,N,N,N,N,N,N,N,N,503,±396,0.50%,±0.4,544,±596,0.80%,±0.8,118,±118,0.00%,±0.1,N,N,N,N,413,±358,0.30%,±0.3,N,N,N,N,253,±202,0.40%,±0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,169,±247,0.20%,±0.3,N,N,N,N,"3,020","±1,167",0.40%,±0.1,N,N,N,N,42,±70,0.10%,±0.1,"1,534",±732,0.30%,±0.1,N,N,N,N,N,N,N,N,"1,470",±769,1.80%,±0.9,N,N,N,N,"1,466",±855,0.60%,±0.3,480,±458,1.80%,±1.7
HOUSE HEATING FUEL,,        Other fuel,N,N,N,N,N,N,N,N,42,±68,0.00%,±0.1,98,±138,0.00%,±0.1,0,±236,0.00%,±0.6,416,±435,0.30%,±0.3,N,N,N,N,0,±236,0.00%,±0.2,374,±191,0.10%,±0.1,N,N,N,N,0,±236,0.00%,±0.8,"1,392",±763,0.10%,±0.1,296,±227,0.10%,±0.1,N,N,N,N,N,N,N,N,516,±520,0.20%,±0.2,50,±52,0.00%,±0.1,47,±74,0.00%,±0.1,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.3,"4,254","±1,985",0.20%,±0.1,N,N,N,N,140,±172,0.10%,±0.2,137,±118,0.40%,±0.3,426,±318,0.20%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,88,±104,0.10%,±0.2,N,N,N,N,N,N,N,N,N,N,N,N,145,±204,0.10%,±0.2,245,±220,0.30%,±0.3,"1,397",±866,0.50%,±0.3,N,N,N,N,97,±128,0.10%,±0.1,N,N,N,N,20,±32,0.00%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,50,±84,0.10%,±0.1,N,N,N,N,870,±671,0.10%,±0.1,N,N,N,N,636,±507,1.30%,±1.1,"1,023",±505,0.20%,±0.1,N,N,N,N,N,N,N,N,0,±236,0.00%,±0.3,N,N,N,N,313,±223,0.10%,±0.1,16,±30,0.10%,±0.1
HOUSE HEATING FUEL,,        No fuel used,N,N,N,N,N,N,N,N,"2,176",±936,1.50%,±0.6,"7,929","±2,145",1.00%,±0.3,237,±218,0.70%,±0.6,"1,000",±633,0.70%,±0.5,N,N,N,N,"2,842",±926,2.00%,±0.7,"2,661","±1,110",0.60%,±0.3,N,N,N,N,479,±383,1.70%,±1.4,"6,410","±1,723",0.60%,±0.2,994,±599,0.30%,±0.2,N,N,N,N,N,N,N,N,"1,915","±1,061",0.60%,±0.4,"1,356","±1,085",0.40%,±0.4,627,±390,0.40%,±0.3,N,N,N,N,N,N,N,N,402,±480,0.60%,±0.7,"16,061","±2,718",0.90%,±0.2,N,N,N,N,327,±507,0.30%,±0.5,152,±108,0.40%,±0.3,"1,947",±540,0.70%,±0.2,N,N,N,N,N,N,N,N,N,N,N,N,556,±400,0.80%,±0.6,N,N,N,N,N,N,N,N,N,N,N,N,892,±562,0.90%,±0.6,597,±540,0.80%,±0.8,763,±616,0.30%,±0.2,N,N,N,N,824,±502,0.60%,±0.4,N,N,N,N,258,±202,0.40%,±0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,259,±218,0.30%,±0.3,N,N,N,N,"6,005","±1,794",0.70%,±0.2,N,N,N,N,687,±742,1.40%,±1.6,"4,574","±1,699",0.80%,±0.3,N,N,N,N,N,N,N,N,620,±308,0.70%,±0.4,N,N,N,N,750,±433,0.30%,±0.2,453,±357,1.70%,±1.4
SELECTED CHARACTERISTICS,,    Occupied housing units,"31,996","±1,384","31,996",(X),"38,591","±1,159","38,591",(X),"145,863","±2,610","145,863",(X),"758,070","±5,967","758,070",(X),"36,110","±1,171","36,110",(X),"138,692","±2,545","138,692",(X),"92,216","±1,812","92,216",(X),"143,033","±2,516","143,033",(X),"431,746","±3,394","431,746",(X),"75,234","±1,991","75,234",(X),"28,070",±880,"28,070",(X),"993,312","±5,968","993,312",(X),"370,503","±2,884","370,503",(X),"66,937",±974,"66,937",(X),"75,570","±1,224","75,570",(X),"301,198","±3,292","301,198",(X),"303,900","±2,888","303,900",(X),"142,199","±2,102","142,199",(X),"56,267","±1,889","56,267",(X),"47,550","±1,695","47,550",(X),"69,236","±1,365","69,236",(X),"1,791,013","±6,849","1,791,013",(X),"26,811","±1,231","26,811",(X),"105,917","±1,743","105,917",(X),"33,957","±1,503","33,957",(X),"277,001","±3,011","277,001",(X),"25,660","±1,195","25,660",(X),"40,067","±1,163","40,067",(X),"94,005","±2,120","94,005",(X),"65,934","±1,847","65,934",(X),"52,963",±960,"52,963",(X),"32,959","±1,318","32,959",(X),"128,053","±2,552","128,053",(X),"96,965","±2,335","96,965",(X),"70,890","±1,005","70,890",(X),"262,273","±3,027","262,273",(X),"25,074","±1,249","25,074",(X),"132,759","±2,787","132,759",(X),"33,271","±1,325","33,271",(X),"57,996","±1,221","57,996",(X),"42,674","±1,417","42,674",(X),"56,279","±1,460","56,279",(X),"43,259",±969,"43,259",(X),"25,735","±1,349","25,735",(X),"81,987","±2,520","81,987",(X),"19,004","±1,034","19,004",(X),"801,716","±4,851","801,716",(X),"54,805","±1,824","54,805",(X),"47,638","±1,507","47,638",(X),"608,921","±4,584","608,921",(X),"34,484","±1,147","34,484",(X),"26,539","±1,448","26,539",(X),"83,045","±1,374","83,045",(X),"49,403","±1,354","49,403",(X),"264,986","±2,048","264,986",(X),"26,319",±644,"26,319",(X)
SELECTED CHARACTERISTICS,,        Lacking complete plumbing facilities,172,±186,0.50%,±0.6,150,±259,0.40%,±0.7,547,±300,0.40%,±0.2,"3,179","±1,022",0.40%,±0.1,203,±208,0.60%,±0.6,196,±264,0.10%,±0.2,645,±540,0.70%,±0.6,481,±286,0.30%,±0.2,"1,311",±631,0.30%,±0.1,398,±398,0.50%,±0.5,312,±340,1.10%,±1.2,"4,311","±1,561",0.40%,±0.2,"1,610",±626,0.40%,±0.2,455,±502,0.70%,±0.7,85,±136,0.10%,±0.2,"1,684",±835,0.60%,±0.3,774,±397,0.30%,±0.1,357,±235,0.30%,±0.2,330,±317,0.60%,±0.6,361,±445,0.80%,±0.9,68,±118,0.10%,±0.2,"7,444","±1,883",0.40%,±0.1,211,±279,0.80%,±1.0,399,±321,0.40%,±0.3,408,±582,1.20%,±1.7,"2,635",±910,1.00%,±0.3,83,±97,0.30%,±0.4,80,±100,0.20%,±0.2,190,±238,0.20%,±0.3,608,±611,0.90%,±0.9,139,±142,0.30%,±0.3,0,±236,0.00%,±0.7,550,±390,0.40%,±0.3,227,±211,0.20%,±0.2,885,±706,1.20%,±1.0,660,±320,0.30%,±0.1,231,±270,0.90%,±1.1,884,±577,0.70%,±0.4,741,±519,2.20%,±1.6,571,±592,1.00%,±1.0,73,±91,0.20%,±0.2,413,±525,0.70%,±0.9,631,±612,1.50%,±1.4,154,±166,0.60%,±0.6,402,±309,0.50%,±0.4,138,±156,0.70%,±0.8,"3,765","±1,356",0.50%,±0.2,159,±233,0.30%,±0.4,141,±169,0.30%,±0.4,"1,568",±905,0.30%,±0.1,315,±313,0.90%,±0.9,0,±236,0.00%,±0.9,735,±511,0.90%,±0.6,63,±70,0.10%,±0.1,"1,290",±764,0.50%,±0.3,0,±236,0.00%,±0.9
SELECTED CHARACTERISTICS,,        Lacking complete kitchen facilities,328,±266,1.00%,±0.8,179,±241,0.50%,±0.6,"1,390",±543,1.00%,±0.4,"4,743","±1,167",0.60%,±0.2,662,±425,1.80%,±1.2,280,±244,0.20%,±0.2,854,±435,0.90%,±0.5,"1,036",±510,0.70%,±0.4,"2,503",±794,0.60%,±0.2,710,±529,0.90%,±0.7,270,±324,1.00%,±1.1,"9,679","±2,293",1.00%,±0.2,"2,119",±896,0.60%,±0.2,"1,222","±1,231",1.80%,±1.8,948,±608,1.30%,±0.8,"1,525",±800,0.50%,±0.3,"1,808",±754,0.60%,±0.2,718,±455,0.50%,±0.3,384,±318,0.70%,±0.6,43,±77,0.10%,±0.2,180,±186,0.30%,±0.3,"14,136","±2,784",0.80%,±0.2,211,±279,0.80%,±1.0,779,±559,0.70%,±0.5,294,±200,0.90%,±0.6,"1,876",±763,0.70%,±0.3,224,±232,0.90%,±0.9,377,±261,0.90%,±0.7,425,±301,0.50%,±0.3,793,±468,1.20%,±0.7,166,±166,0.30%,±0.3,322,±356,1.00%,±1.1,"1,087",±485,0.80%,±0.4,911,±677,0.90%,±0.7,217,±202,0.30%,±0.3,"1,105",±511,0.40%,±0.2,219,±250,0.90%,±1.0,760,±514,0.60%,±0.4,"1,027",±798,3.10%,±2.4,793,±645,1.40%,±1.1,586,±375,1.40%,±0.9,473,±524,0.80%,±0.9,383,±508,0.90%,±1.2,178,±205,0.70%,±0.8,880,±449,1.10%,±0.5,123,±157,0.60%,±0.8,"6,331","±1,514",0.80%,±0.2,138,±126,0.30%,±0.2,211,±201,0.40%,±0.4,"3,527","±1,350",0.60%,±0.2,819,±588,2.40%,±1.7,196,±297,0.70%,±1.1,757,±449,0.90%,±0.5,939,±580,1.90%,±1.2,"2,074",±910,0.80%,±0.3,228,±277,0.90%,±1.0
